"","Nome d'arte","Nome","Sesso","Attività","Paesi.di.prima.pubblicazione","Mercati","Editori","Insegna.presso"
"744",NA,"Federici, Riccardo","M","Disegni","FR","GN","Éditions Delcourt","SRF - Scuola Romana dei Fumetti"
"745",NA,"Federici, Vincenzo ""Viska""","M","Disegni","IT, FR, USA","P, GN","Éditions Soleil, IDW Publishing, Noise Press, Petit à Petit, Triomphe",NA
"746",NA,"Federico, Mariacristina","F","Colorista","FR","P, GN","Bamboo Éditions, Éditions Glenat",NA
"747",NA,"Fenati, Massimo","M","Autore unico","IT","GN","Feltrinelli Editore",NA
"748",NA,"Fenoglio, Matteo","M","Disegni","IT","GN","BeccoGiallo",NA
"749",NA,"Ferniani, Federico","M","Disegni","FR","GN","Éditions Glenat, Éditions Soleil",NA
"750",NA,"Ferracci, David","M","Disegni","IT","P","Bugs Comics, Noise Press",NA
"751",NA,"Ferracina, Mario","M","Disegni","IT","P","The Walt Disney Company",NA
"752",NA,"Ferramosca, Ilaria","F","Sceneggiatura","IT","GN","001 Edizioni, BeccoGiallo, Tunué","Grafite - Scuola di grafica e fumetto (Taranto)"
"753",NA,"Ferrara, Giuseppe","M","Sceneggiatura","IT","P","Bugs Comics",NA
"754",NA,"Ferrara, Luca","M","Disegni","IT, FR","GN","Éditions Glenat, Round Robin, Tunué","Scuola Mohole (Milano)"
"755",NA,"Ferraresi, Licia","F","Sceneggiatura","IT","P","Astorina",NA
"756",NA,"Ferrari, Alessandro","M","Sceneggiatura","IT, FR","P, GN","Éditions Delcourt, The Walt Disney Company",NA
"757",NA,"Ferrari, Annalisa","F","Disegni, chine, colori","FR","GN","ABC Melody, Éditions Paquet, Petit à Petit, Planeta DeAgostini",NA
"758",NA,"Ferrari, Elisa","F","Disegni","FR","GN","Dargaud",NA
"759",NA,"Ferrari, Genny","F","Autrice unica, chine","IT","GN","Kleiner Flug",NA
"760",NA,"Ferrari, Marco","M","Disegni","USA","P","AfterShock Comics",NA
"761",NA,"Ferrario, Giuseppe","M","Sceneggiatura, disegni","IT","P, GN","BD, The Walt Disney Company",NA
"762",NA,"Ferraris, Andrea","M","Autore unico","IT","P, GN","Coconino Press, Oblomov Edizioni, The Walt Disney Company","Scuola internazionale di Comics - Torino"
"763",NA,"Ferraris, Gea","F","Disegni","IT","GN","BD",NA
"764",NA,"Ferraro, Graziano","M","Lettering","IT, DE","P, GN","Editoriale Cosmo, Panini Comics",NA
"765",NA,"Ferrero, Jessica","F","Disegni","IT","GN","Shockdom",NA
"766",NA,"Ferrero, Mauro","M","Disegni","IT","GN","BD, Tunué",NA
"767",NA,"Ferri, Cosimo","M","Autore unico","FR","GN","Original Watts, Tabou",NA
"768",NA,"Ferri, Mattia","M","Sceneggiatura","IT","GN","BeccoGiallo",NA
"769",NA,"Fichera, Diego","M","Disegni","IT","GN","Magic Press Edizioni",NA
"770",NA,"Fiengo, Fabiana","F","Disegni","IT","P","Sergio Bonelli Editore",NA
"771",NA,"Figus, Giorgio","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"772",NA,"Fila, Nicolò","M","Disegni","IT","GN","BeccoGiallo",NA
"773",NA,"Filadoro, Massimiliano","M","Sceneggiatura","IT, FR","P, GN","Bugs Comics, Éditions Clair de Lune","Scuola internazionale di Comics - Roma"
"774",NA,"Filippelli, Luigi","M","Sceneggiatura","IT","GN","MalEdizioni",NA
"775",NA,"Filippucci, Lucio","M","Disegni","IT, FR","P, GN","Éditions Clair de Lune, Erko, Sergio Bonelli Editore",NA
"776",NA,"Filosa, Vincenzo","M","Autore unico","IT","GN","Coconino Press, Einaudi, Rizzoli Lizard","Scuola internazionale di Comics - Milano"
"777",NA,"Finocchiaro, Rosalia","F","Sceneggiatura","IT","P","Astorina",NA
"778",NA,"Fior, Manuele","M","Autore unico","IT, FR","GN","Coconino Press, Éditions Dupuis, Futuropolis, Oblomov Edizioni",NA
"1072","LuFio","Fiore, Luca","M","Autore unico","IT","GN","Bao Publishing",NA
"779",NA,"Fiorelli, Ivan","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"780",NA,"Fiorentino, Fabrizio","M","Disegni","IT, FR, USA","P, GN","Arnoldo Mondadori Editore, DC Comics, Éditions Glenat, Marvel Comics, Mondadori","Scuola internazionale di Comics - Napoli"
"781",NA,"Fiori, Giuseppe Angelo","M","Sceneggiatura","IT","GN","BeccoGiallo",NA
"782",NA,"Fiorillo, Stefania","F","Disegni","IT","P","The Walt Disney Company",NA
"783",NA,"Fissore, Piero","M","Sceneggiatura","IT","P","ReNoir Comics, Sergio Bonelli Editore",NA
"784",NA,"Fizialetti, Umberto","M","Disegni","IT","P","The Walt Disney Company",NA
"785",NA,"Flandoli, Claudia","F","Autrice unica","IT","GN","CNR, Editoriale Scienza",NA
"786",NA,"Florean, Arianna","F","Disegni","IT, FR, USA","P","DC Comics, Éditions Delcourt, Marvel Comics, Panini Comics",NA
"787",NA,"Florio, Gianfranco","M","Disegni","IT","P","The Walt Disney Company",NA
"788",NA,"Foderà, Marco","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"789",NA,"Fogolin, Dimitri","M","Colori","FR","GN","Éditions Delcourt",NA
"790",NA,"Follini, Christian","M","Colori","IT","GN","ReNoir Comics",NA
"791",NA,"Follini, Francesca","F","Disegni","IT, FR","GN","Éditions Soleil, Kleiner Flug, Noise Press, Star Comics",NA
"792",NA,"Fontana, Andrea","M","Sceneggiatura, Autore unico","IT","GN","BD, Editrice Il Castoro",NA
"793",NA,"Fontana, Giorgio","M","Sceneggiatura","IT","P, GN","Feltrinelli Editore, The Walt Disney Company",NA
"794",NA,"Fontanella, Marco","M","Disegni","IT","GN","ReNoir Comics",NA
"795",NA,"Fontanili, Marco","M","Autore unico, disegni","IT","GN","Shockdom",NA
"796",NA,"Forcelloni, Claudia","F","Disegni","FR","GN","Éditions Jungle",NA
"797",NA,"Forcelloni, Marco","M","Sceneggiatura, disegni","IT","P","The Walt Disney Company",NA
"798",NA,"Forlini, Valentino","M","Disegni","IT","P","The Walt Disney Company",NA
"799",NA,"Formaggio, Ketty","F","Colori","IT","P","Sergio Bonelli Editore",NA
"800",NA,"Formicola, Cecilia","F","Disegni, chine, colori","IT, FR","GN","Éditions Glenat, Noise Press",NA
"801",NA,"Formisani, Dario","M","Disegni","IT","GN","Edizioni INKiostro, ReNoir Comics",NA
"802",NA,"Formisano, Luigi","M","Disegni","IT","P","Bugs Comics, Sergio Bonelli Editore",NA
"803",NA,"Formola, Luigi","M","Sceneggiatura","IT","GN","Edizioni NPE",NA
"804",NA,"Fortunato, Alessio","M","Disegni","IT","P","Sergio Bonelli Editore","Grafite - Scuola di grafica e fumetto (Taranto)"
"806",NA,"Francavilla, Francesco","M","Disegni","IT, USA","P","DC Comics, Marvel Comics, Panini Comics",NA
"807",NA,"Franceschini, Luca","M","Sceneggiatura","IT","P, GN","Bugs Comics, Edizioni NPE",NA
"808",NA,"Francesconi, Gianluca","M","Disegni, chine","IT","P","Menhir",NA
"809",NA,"Francescutto, Paolo","M","Colori","IT","P","Sergio Bonelli Editore",NA
"810",NA,"Francini, Francesco","M","Disegni","IT","P","Editoriale Cosmo, Sergio Bonelli Editore",NA
"811",NA,"Franzò, Federico","M","Disegni","IT","P","The Walt Disney Company",NA
"812",NA,"Frare, Michela","F","Chine","IT","P","The Walt Disney Company",NA
"813",NA,"Frassetto, Stefano","M","Autore unico, sceneggiatura","IT","P, GN","Comix, Comma 22, Pavesio, San Paolo Periodici",NA
"814",NA,"Fratini, Giorgio","M","Autore unico","IT","GN","BeccoGiallo",NA
"815",NA,"Freccero, Andrea","M","Disegni","IT, USA","P","IDW Publishing, The Walt Disney Company","Scuola internazionale di Comics - Genova"
"816",NA,"Freghieri, Giovanni","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"817",NA,"Frezza, Riccardo","M","Disegni","IT","P","Bugs Comics, Star Comics",NA
"818",NA,"Frezzato, Massimiliano","M","Disegni","IT, FR","GN","Caruette, Lavieri Edizioni",NA
"819",NA,"Friedl, Isaak","M","Autore unico, sceneggiatura","IT","P, GN","Panini Comics, Sergio Bonelli Editore, Tunué",NA
"820",NA,"Frigerio, Luca","M","Sceneggiatura","IT","GN","Noise Press",NA
"821",NA,"Frisenda, Pasquale","M","Disegni","IT","P, GN","Bao Publishing, Sergio Bonelli Editore",NA
"822",NA,"Frittella, Andrea","M","Autore unico","IT","GN","BD",NA
"823",NA,"Frongia, Francesco ""Checco""","M","Autore unico","IT","GN","Eris Edizioni","The Sign - Comics & Arts Academy (Firenze)"
"824",NA,"Frosi, Francesco","M","Disegni","IT","P","Periodici San Paolo","Scuola internazionale di Comics - Padova"
"825",NA,"Fruch, Adriano","M","Disegni","IT","GN","ReNoir Comics",NA
"827",NA,"Fumasoli, Gianmarco","M","Sceneggiatura","IT","P","Bugs Comics",NA
"830",NA,"Furini, Maurizio","M","Sceneggiatura","IT, FR","GN","Éditions Clair de Lune, Noise Press, Shockdom",NA
"831",NA,"Furio, Giovanna","F","Sceneggiatura","IT","GN","Oblomov Edizioni",NA
"832",NA,"Furnò, Davide","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Torino"
"833",NA,"Fusari, Alessandro","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"834",NA,"Gabos, Otto (Mario Rivelli)","M","Autore unico","IT","GN","Centauria, Coconino Press","Accademia di Belle Arti di Bologna (Corso fumetto e illustrazione), Corso di fumetto - Arena del Fumetto (Bologna)"
"835",NA,"Gabrielli, Giulia","F","Lettering","IT","GN","BD, Sonda, Tunué",NA
"836",NA,"Gabrielli, Simone","M","Sceneggiatura, disegni","IT, FR","P, GN","Éditions Soleil, Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti"
"837",NA,"Gaddi, Federico","M","Autore unico","IT","GN","BeccoGiallo",NA
"838",NA,"Gaglione, Valerio","M","Autore unico","IT","GN","Oblomov Edizioni",NA
"839",NA,"Gagnor, Roberto","M","Sceneggiatura","IT","P","The Walt Disney Company","Scuola internazionale di Comics - Torino"
"840",NA,"Gala, Ingrid","F","Disegni","USA","P","Dynamite Entertainment",NA
"841",NA,"Galeotti, Federico","M","Lettering","IT","GN","RW Edizioni",NA
"842",NA,"Galli, Christian","M","Autore unico","IT","GN","Tunué",NA
"843",NA,"Galli, Elena","F","Sceneggiatura","IT","P","The Walt Disney Company",NA
"844",NA,"Galli, Marco K.","M","Autore unico","IT","GN","Coconino Press",NA
"845",NA,"Galliani, Maria Grazia","F","Disegni","IT","P","The Walt Disney Company",NA
"846",NA,"Galliccia, Fabrizio","M","Disegni","IT","P","Sergio Bonelli Editore","SRF - Scuola Romana dei Fumetti"
"847",NA,"Gallina, Paolo","M","Disegni","IT","GN","BeccoGiallo, Edizioni Zanetti",NA
"848",NA,"Gallo Lassere, Andrea","M","Sceneggiatura","IT","GN","Edizioni INKiostro, Edizioni NPE, Rustblade Records",NA
"849",NA,"Gallo, Francesco","M","Disegni","IT","P, GN","Edizioni INKiostro, Sergio Bonelli Editore","Scuola internazionale di Comics - Genova"
"850",NA,"Gallo, Pier Nicola","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"851",NA,"Gamba, Riccardo","M","Sceneggiatura","FR","GN","Éditions Clair de Lune",NA
"852",NA,"Gamberini, Gabriele","M","Disegni","IT, FR","GN","BeccoGiallo, Casterman",NA
"853",NA,"Gambino, Miriam","F","Disegni","IT","P","The Walt Disney Company",NA
"854",NA,"Gandolfo, Elisa","F","Disegni","FR","GN","Éditions Jungle",NA
"855",NA,"Ganduglia, Giacomo Jay","M","Autore unico, disegni","USA","P","SwampLine Comics, Throw the Dice Productions",NA
"856",NA,"Garagiola, Andrea","M","Sceneggiatura","IT","P, GN","Edizioni INKiostro, Sergio Bonelli Editore",NA
"857",NA,"Garau, Stefano","M","Disegni","FR","GN","Éditions Glenat",NA
"985","Kaneda","Gargano, Stefano","M","Autore unico","IT","GN","Shockdom",NA
"858",NA,"Garizio, Simone","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"859",NA,"Garofalo, Katia","F","Autrice unica","IT","GN","BeccoGiallo",NA
"860",NA,"Garota, Davide","M","Autore unico","IT","GN","Tunué",NA
"861",NA,"Gastoni, Marco","M","Autore unico","IT","GN","Hazard Edizioni, Tunué",NA
"862",NA,"Gatto, Roberto","M","Colori","IT","P","Sergio Bonelli Editore",NA
"863",NA,"Gaudiano, Stefano","M","Disegni","USA","P","DC Comics, Image Comics",NA
"864",NA,"Geminiani, Maurizio","M","Disegni","IT, FR","GN","Arnoldo Mondadori Editore, Éditions Glenat, Mondadori",NA
"865",NA,"Genchi, David","M","Autore unico","IT","GN","Hollow Press",NA
"866",NA,"Generoso, Marco","M","Sceneggiatura","IT","P","Alias - il Manifesto",NA
"867",NA,"Genovese, Luca","M","Disegni","IT","P, GN","Bao Publishing, Feltrinelli Editore, Sergio Bonelli Editore","Scuola internazionale di Comics - Reggio Emilia, Corso di fumetto - Arena del Fumetto (Bologna)"
"868",NA,"Genovesi, Roberto","M","Sceneggiatura","IT","P, GN","Alessandro Editore, Comic Art, San Paolo Periodici",NA
"869",NA,"Gentile, Marino","M","Disegni","IT","P","The Walt Disney Company",NA
"870",NA,"Gentili, Mattia","M","Lettering","IT, USA","P, GN","Action Lab, Behemoth Comics, DoubleShot, Kraven Comics, Leviathan Labs, Scout Comics",NA
"871",NA,"Gentilini, Marco","M","Disegni","IT","P","The Walt Disney Company",NA
"872",NA,"Genzianella, Nicola","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"873",NA,"Gerardi, Marta","F","Sceneggiatura","IT","GN","BeccoGiallo",NA
"874",NA,"Gerasi, Sergio","M","Autore unico, disegni","IT","P, GN","Bao Publishing, Sergio Bonelli Editore","Scuola internazionale di Comics - Milano"
"875",NA,"Gero","M","Disegni","IT","P","Star Comics",NA
"876",NA,"Gervasio, Marco","M","Sceneggiatura, disegni","IT","P","The Walt Disney Company","SRF - Scuola Romana dei Fumetti"
"877",NA,"GFB Comics (Giarolli, Manuel)","M","Colori","IT","P","Sergio Bonelli Editore",NA
"878",NA,"GFB Comics (Mauri)","M","Colori","IT","P","Sergio Bonelli Editore",NA
"879",NA,"GFB Comics (Nucci Guzzi)","M","Colori","IT","P","Sergio Bonelli Editore",NA
"880",NA,"Ghermandi, Francesca","F","Autrice unica","IT, FR","GN","Coconino Press, Logos Edizioni, Seuill",NA
"881",NA,"Ghetti, Lorenzo","M","Autore unico","IT","GN","Coconino Press",NA
"882",NA,"Ghiglione, Marco","M","Disegni","IT","P","The Walt Disney Company",NA
"883",NA,"Ghion, Marco","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"884",NA,"Giacon, Massimo","M","Disegni","IT","GN","Panini Comics, Rizzoli Lizard","IED - Istituto Europeo di Disegni (Milano)"
"885",NA,"Giacopetti, Emanuele","M","Autore unico","IT","GN","Bebert Edizioni",NA
"886",NA,"Giambusso, Claudia","F","Autrice unica","IT","GN","Mangasenpai",NA
"887",NA,"Giampà, Umberto","M","Disegni","IT","GN","Shockdom",NA
"888",NA,"Gianatti, Silvia","F","Autrice unica, sceneggiatura","IT","P, GN","Bao Publishing, The Walt Disney Company",NA
"889",NA,"Giandelli, Gabriella","F","Autrice unica","IT","GN","Canicola Edizioni, Coconino Press",NA
"890",NA,"Gianfelice, Davide","M","Disegni","IT, USA","P","Marvel Comics, Panini Comics, Sergio Bonelli Editore","Scuola internazionale di Comics - Milano/Torino"
"892",NA,"Giangiordano, Valerio","M","Disegni, chine","USA","P","Marvel Comics",NA
"893",NA,"Giardina, Gianfranco","M","Disegni, colori","IT","GN","Lavieri Edizioni",NA
"894",NA,"Giardino, Vittorio","M","Autore unico","IT","GN","Rizzoli Lizard",NA
"895",NA,"Giardo, Sergio","M","Disegni","IT","P","Sergio Bonelli Editore","Scuola internazionale di Comics - Torino"
"896",NA,"Giengo, Fabiana","F","Disegni","IT","P","Sergio Bonelli Editore",NA
"898",NA,"Ginevra, Michele","M","Sceneggiatura","IT","GN","Kleiner Flug",NA
"899",NA,"Ginori, Alessandro","M","Sceneggiatura","IT","GN","It Comics",NA
"900",NA,"Giomarelli, Selina","F","Sceneggiatura","IT","GN","Mangasenpai",NA
"901",NA,"Giommarresi, Salvatore","M","Autore unic","IT","GN","KappaLab",NA
"903",NA,"Giordano, Alessandro","M","Disegni","IT","P, GN","Edizioni INKiostro, Sergio Bonelli Editore","Scuola internazionale di Comics - Napoli"
"904",NA,"Giordano, Giulio","M","Disegni","IT","P, GN","Lavieri Edizioni, Sergio Bonelli Editore",NA
"905",NA,"Giorello, Giulio","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"906",NA,"Giorgetti, Caterina","F","Sceneggiatura, disegni, colori","IT","P","The Walt Disney Company",NA
"907",NA,"Giorgi, Luca","M","Colori, chine","IT","P","Sergio Bonelli Editore, The Walt Disney Company","Scuola di fumetto (Associazione scuola di fumetto - varie sedi)"
"908",NA,"Giorgiani, Germano","M","Disegni","FR","GN","Éditions Glenat, Robinson",NA
"909",NA,"Giorgilli, Cristina","F","Disegni, chine, colori","IT","P","The Walt Disney Company",NA
"891","Giangioff","Giovannini, Gianluca","M","Autore unico","IT","GN","BeccoGiallo, Feltrinelli Editore, Fumetti di Cane",NA
"911",NA,"Girardi, Marina","F","Disegni","IT","GN","BeccoGiallo",NA
"912",NA,"Giretti, Federico","M","Colori","IT","P","Sergio Bonelli Editore",NA
"913",NA,"Giugiaro, Francesco","M","Sceneggiatura","FR","GN","Ankama Éditions",NA
"914",NA,"Giuliani, Claudia","F","Colori","IT","GN","Round Robin, Shockdom",NA
"915",NA,"Giulio Antonio Gualtieri","M","Sceneggiatura","IT","P","Editoriale Cosmo, Sergio Bonelli Editore, Star Comics",NA
"916",NA,"Giunta, Pier Giuseppe","M","Sceneggiatura","IT","P","The Walt Disney Company",NA
"917",NA,"Giurlanda, Matteo","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"918",NA,"Giusfredi, Giorgio","M","Sceneggiatura","IT","P","Sergio Bonelli Editore",NA
"919",NA,"Giusti, Nazareno","M","Autore unico","IT","GN","Hazard Edizioni, Round Robin",NA
"920",NA,"Gizzi, Emanuele","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"921",NA,"Gobbi, Nicola","M","Disegni","IT","GN","Eris Edizioni, Hazard Edizioni, Rizzoli Lizard, Tunué",NA
"922",NA,"Gomboli, Mario","M","Sceneggiatura","IT","P","Astorina",NA
"923",NA,"Gottardo, Alessandro","M","Disegni","IT","P","The Walt Disney Company","Scuola internazionale di Comics - Padova, Dali Arts (Vicenza)"
"924",NA,"Goy, David","M","Sceneggiatura","IT","P","Star Comics",NA
"925",NA,"Gozzi, Alessandra","F","Lettering","IT","P","Panini Comics",NA
"926",NA,"Gradin, Maurizio","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"927",NA,"Gramaccioni, Oliviero","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"928",NA,"Grande, Valentina","F","Sceneggiatura","IT","GN","BeccoGiallo",NA
"929",NA,"Grandi, Simona","F","Sceneggiatura","IT","P","The Walt Disney Company",NA
"930",NA,"Grassani, Ernesto","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"931",NA,"Grassi, Leonardo Marcello","M","Disegni","USA","P","Image Comics",NA
"932",NA,"Grassi, Veronica","F","Disegni","IT","GN","Kleiner Flug","Scuola internazionale di Comics - Firenze"
"933",NA,"Grassini, Valentina","F","Colori","IT, FR","GN","Kramiek, Shockdom",NA
"934",NA,"Grasso, Emilio","M","Disegni","IT","P","The Walt Disney Company",NA
"935",NA,"Gregorini, Gianluigi","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"936",NA,"Greppi, Andrea","M","Disegni, colori","IT","P","The Walt Disney Company",NA
"937",NA,"Grigoli, Elena","F","Disegni","IT","GN","Tunué","Scuola del fumetto (Verona)"
"938","Grillo","Grillenzoni, Andrea","M","Autore unico","IT","GN","Shockdom",NA
"939",NA,"Grimaldi, Fabio","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"940",NA,"Grossi, Roberto","M","Autore unico","IT","GN","Coconino Press",NA
"941",NA,"Grotti, Massimiliano","M","Sceneggiatura","IT, USA","GN","Noise Press, ProGlo, Wunderman Comics",NA
"942",NA,"Gualandris, Giorgio","M","Disegni","IT","P","Sergio Bonelli Editore",NA
"943",NA,"Gualdoni, Giovanni","M","Sceneggiatura","IT","P","Sergio Bonelli Editore",NA
"944",NA,"Gualtieri, Giulio Antonio","M","Sceneggiatura","IT","P","Editoriale Cosmo, Sergio Bonelli Editore","Scuola internazionale di Comics - Pescara"
"945",NA,"Guarnaccia, Francesco","M","Autore unico","IT","GN","Bao Publishing, Feltrinelli Editore, Rizzoli Lizard",NA
"946",NA,"Guastafierro, Domenico","M","Sceneggiatura","IT","GN","Shockdom",NA
"947",NA,"Gubitosa, Carlo","M","Sceneggiatura","IT","P, GN","Altrinformazione, BeccoGiallo, Edizioni NPE, Frigolandia, GEDI, Lucky Red/RCS, RCS, Tempesta",NA
"949",NA,"Guerrini, Francesco","M","Disegni","IT","P","The Walt Disney Company",NA
"950",NA,"Guglielmino, Andrea","M","Sceneggiatura","IT","P","Bugs Comics",NA
"951",NA,"Guglielmo, Laura","F","Sceneggiatura, disegni","IT, FR","GN","Akileos, Bao Publishing",NA
"952",NA,"Gugliotta, Gianluca","M","Disegni","IT, FR","P, GN","Éditions Clair de Lune, Éditions Glenat, Sergio Bonelli Editore",NA
"953",NA,"Guida, Giacomo","M","Disegni","USA","P","Short Fuse",NA
"826","Fubi","Guida, Giovanni","M","Sceneggiatura","IT","GN","Noise Press, Shockdom",NA
"954",NA,"Guida, Giuseppe","M","Disegni","IT","GN","Edizioni INKiostro, Round Robin","Scuola di fumetto INKiostro (Foggia)"
"955",NA,"Guidolin, Elena","F","Disegni","IT","GN","BeccoGiallo",NA
"956",NA,"Gula, Ettore","M","Disegni","IT","P","The Walt Disney Company",NA
"957",NA,"Hamilton, Piky","F","Colori","IT","P","Sergio Bonelli Editore",NA
"958",NA,"Held, Valerio","M","Disegni","IT","P","The Walt Disney Company",NA
"960",NA,"Honaryrar, Nassim","F","Autrice unica","IT","GN","Rizzoli Lizard",NA
"962",NA,"Iacono, Mattia","M","Autore unico, colori","IT, USA","P, GN","Bugs Comics, Éditions Delcourt, Panini Comics, Tunué","NID - Nuovo Istituto Design (Perugia)"
"963",NA,"Iannicello, Claudia","F","Colori","USA","P","Dynamite Entertainment, IDW Publishing, Image Comics, Titan Comics","NID - Nuovo Istituto Design (Perugia)"
